StudentID,Name,Age,Gender,Program,GPA,StudyHours,SleepHours,ExerciseHours,SocialMediaHours,MoodLevel,StressLevel,AttendanceRate (%),LetterGrade,SleepScore,ExerciseScore,MoodScore,StressScore,SocialMediaScore,StudyScore,WellbeingScore
1172,William,23,M,Artificial Intelligence,2.97,7.0,7.0,5.0,1,10,9,99.79,B-,0.7777777777777778,0.7142857142857143,1.0,0.09999999999999998,0.875,0.35,64.09126984126985
1173,Joseph,28,M,Applications,1.48,22.0,4.0,1.0,4,8,3,63.59,F,0.4444444444444444,0.14285714285714285,0.8,0.7,0.5,1.1,57.746031746031754
1174,Charles,33,M,Data Science,3.78,12.0,3.0,5.0,3,9,10,60.09,A,0.3333333333333333,0.7142857142857143,0.9,0.0,0.625,0.6,51.20238095238096
1175,Linda,33,F,Artificial Intelligence,3.87,22.0,6.0,5.0,3,5,4,61.77,A,0.6666666666666666,0.7142857142857143,0.5,0.6,0.625,1.1,66.86904761904762
1176,Alice,18,F,Networking,1.86,12.0,7.0,5.0,2,10,6,73.67,D,0.7777777777777778,0.7142857142857143,1.0,0.4,0.75,0.6,71.34126984126985
1177,Elizabeth,26,F,Applications,3.11,11.0,6.0,2.0,7,5,8,85.32,B,0.6666666666666666,0.2857142857142857,0.5,0.19999999999999996,0.125,0.55,39.797619047619044
1178,Susan,23,F,Artificial Intelligence,3.83,17.0,7.0,6.0,1,2,5,62.76,A,0.7777777777777778,0.8571428571428571,0.2,0.5,0.875,0.85,63.948412698412696
1179,Jennifer,33,F,Artificial Intelligence,3.74,5.0,9.0,3.0,5,5,3,80.975,A,1.0,0.42857142857142855,0.5,0.7,0.375,0.25,58.82142857142857
1180,Patricia,20,F,Artificial Intelligence,3.5,17.0,6.0,5.0,4,3,6,97.48,A-,0.6666666666666666,0.7142857142857143,0.3,0.4,0.5,0.85,55.11904761904762
1181,John,21,M,Applications,1.41,18.0,6.0,0.0,4,7,4,92.88,F,0.6666666666666666,0.0,0.7,0.6,0.5,0.9,53.333333333333336
1182,Daniel,20,M,Applications,3.44,21.0,9.0,3.0,7,10,9,92.37,A-,1.0,0.42857142857142855,1.0,0.09999999999999998,0.125,1.05,62.32142857142856
1183,Elizabeth,24,F,Cybersecurity,2.87,4.0,5.0,4.0,6,5,3,95.38,B-,0.5555555555555556,0.5714285714285714,0.5,0.7,0.25,0.2,51.03968253968254
1184,Brian,26,M,Networking,3.6,12.0,9.0,2.0,7,8,4,88.0,A,1.0,0.2857142857142857,0.8,0.6,0.125,0.6,60.964285714285715
1185,Sarah,18,F,Data Science,3.15,8.0,8.0,1.0,7,1,7,64.18,B,0.8888888888888888,0.14285714285714285,0.1,0.30000000000000004,0.125,0.4,33.88492063492063
1186,Charles,25,M,Artificial Intelligence,2.99,2.0,8.0,2.0,7,3,7,75.96,B-,0.8888888888888888,0.2857142857142857,0.3,0.30000000000000004,0.125,0.1,37.742063492063494
1187,Karen,24,F,Cybersecurity,3.38,9.0,4.0,1.0,3,3,4,88.93,B+,0.4444444444444444,0.14285714285714285,0.3,0.6,0.625,0.45,40.49603174603174
1188,Alice,35,,Data Science,2.9,18.0,6.0,2.0,1,9,6,71.21,B-,0.6666666666666666,0.2857142857142857,0.9,0.4,0.875,0.9,62.797619047619044
1189,Elizabeth,25,F,Cybersecurity,2.99,2.0,5.0,1.0,2,5,3,87.5,B-,0.5555555555555556,0.14285714285714285,0.5,0.7,0.75,0.1,46.46825396825397
1190,Daniel,18,M,Applications,2.67,21.0,5.0,5.0,1,9,6,60.98,C+,0.5555555555555556,0.7142857142857143,0.9,0.4,0.875,1.05,70.64682539682539
1191,Michael,28,M,Artificial Intelligence,2.04,14.0,7.0,3.0,6,9,2,72.25,D+,0.7777777777777778,0.42857142857142855,0.9,0.8,0.25,0.7,67.62698412698414
1192,David,35,,Data Science,3.34,0.0,7.0,1.0,0,1,8,81.97,B+,0.7777777777777778,0.14285714285714285,0.1,0.19999999999999996,1.0,0.0,34.41269841269842
1193,Brian,27,,Data Science,2.52,6.0,9.0,1.0,7,2,2,85.28,C,1.0,0.14285714285714285,0.2,0.8,0.125,0.3,47.10714285714286
1194,Brian,20,M,Data Science,2.88,11.0,5.0,0.0,1,5,7,83.08,B-,0.5555555555555556,0.0,0.5,0.30000000000000004,0.875,0.55,41.361111111111114
1195,Emily,24,F,Data Science,3.17,16.0,9.0,1.0,6,4,9,87.91,B,1.0,0.14285714285714285,0.4,0.09999999999999998,0.25,0.8,43.35714285714287
1196,David,33,M,Data Science,1.75,20.0,9.0,0.0,0,10,1,60.24,D-,1.0,0.0,1.0,0.9,1.0,1.0,78.0
1197,Robert,33,M,Cybersecurity,1.88,23.0,7.0,4.0,0,9,8,64.04,D,0.7777777777777778,0.5714285714285714,0.9,0.19999999999999996,1.0,1.15,70.48412698412699
1198,Daniel,34,M,Artificial Intelligence,2.82,19.0,6.0,5.0,7,7,7,94.76,B-,0.6666666666666666,0.7142857142857143,0.7,0.30000000000000004,0.125,0.95,58.36904761904762
1199,Brian,19,M,Applications,3.27,4.0,9.0,0.0,2,6,6,87.27,B+,1.0,0.0,0.6,0.4,0.75,0.2,49.50000000000001
1200,Emily,18,,Applications,3.45,3.0,3.0,3.0,5,7,6,64.52,A-,0.3333333333333333,0.42857142857142855,0.7,0.4,0.375,0.15,42.48809523809525
1201,Patricia,33,F,Applications,2.05,11.0,6.0,6.0,3,1,6,93.68,D+,0.6666666666666666,0.8571428571428571,0.1,0.4,0.625,0.55,52.22619047619048
1202,David,29,M,Applications,3.38,19.0,5.0,3.0,1,1,9,69.69,B+,0.5555555555555556,0.42857142857142855,0.1,0.09999999999999998,0.875,0.95,41.932539682539684
1203,Elizabeth,22,F,Cybersecurity,2.85,23.0,5.0,0.0,0,8,2,79.13,B-,0.5555555555555556,0.0,0.8,0.8,1.0,1.15,64.61111111111111
1204,Daniel,22,,Networking,2.47,17.0,9.0,5.0,1,2,1,65.81,C,1.0,0.7142857142857143,0.2,0.9,0.875,0.85,73.53571428571429
1205,Patricia,26,,Artificial Intelligence,2.61,16.0,6.0,5.0,5,10,6,88.4,C+,0.6666666666666666,0.7142857142857143,1.0,0.4,0.375,0.8,67.36904761904763
1206,James,26,M,Data Science,3.48,18.0,6.0,3.0,3,9,10,86.67,A-,0.6666666666666666,0.42857142857142855,0.9,0.0,0.625,0.9,55.154761904761905
1207,Charles,20,M,Networking,3.16,8.0,7.0,4.0,5,7,8,68.44,B,0.7777777777777778,0.5714285714285714,0.7,0.19999999999999996,0.375,0.4,52.73412698412698
1208,Robert,33,M,Applications,3.03,3.0,8.0,3.0,3,6,3,94.54,B,0.8888888888888888,0.42857142857142855,0.6,0.7,0.625,0.15,60.09920634920635
1209,Robert,33,M,Networking,3.15,20.0,5.0,2.0,4,1,10,76.05,B,0.5555555555555556,0.2857142857142857,0.1,0.0,0.5,1.0,33.82539682539682
1210,Charles,20,M,Artificial Intelligence,3.56,1.0,6.0,3.0,3,1,1,71.7,A-,0.6666666666666666,0.42857142857142855,0.1,0.9,0.625,0.05,48.65476190476191
1211,Linda,18,F,Data Science,2.94,3.0,8.0,0.0,7,2,9,66.09,B-,0.8888888888888888,0.0,0.2,0.09999999999999998,0.125,0.15,26.52777777777778
1212,William,28,M,Data Science,3.03,1.0,7.0,3.0,2,6,1,70.65,B,0.7777777777777778,0.42857142857142855,0.6,0.9,0.75,0.05,62.126984126984134
1213,Charles,34,M,Artificial Intelligence,3.68,14.0,6.0,0.0,5,6,3,60.88,A,0.6666666666666666,0.0,0.6,0.7,0.375,0.7,50.08333333333332
1214,William,25,M,Artificial Intelligence,2.8,1.0,7.0,4.0,0,2,8,83.33,B-,0.7777777777777778,0.5714285714285714,0.2,0.19999999999999996,1.0,0.05,45.48412698412698
1215,William,21,M,Applications,3.37,3.0,6.0,4.0,7,1,3,93.69,B+,0.6666666666666666,0.5714285714285714,0.1,0.7,0.125,0.15,43.511904761904766
1216,Daniel,23,M,Data Science,2.7,5.0,8.0,1.0,4,10,4,80.975,C+,0.8888888888888888,0.14285714285714285,1.0,0.6,0.5,0.25,60.13492063492064
1218,Daniel,20,M,Cybersecurity,2.94,9.0,7.0,1.0,1,5,1,61.35,B-,0.7777777777777778,0.14285714285714285,0.5,0.9,0.875,0.45,59.662698412698425
1219,Joseph,33,M,Cybersecurity,3.31,18.0,9.0,3.0,7,2,6,68.59,B+,1.0,0.42857142857142855,0.2,0.4,0.125,0.9,50.82142857142857
1220,John,20,M,Artificial Intelligence,3.72,12.0,6.0,0.0,5,6,1,76.64,A,0.6666666666666666,0.0,0.6,0.9,0.375,0.6,53.08333333333333
1221,Sarah,35,F,Applications,3.06,21.0,5.0,6.0,6,9,1,90.38,B,0.5555555555555556,0.8571428571428571,0.9,0.9,0.25,1.05,77.25396825396827
1222,Brian,31,M,Cybersecurity,2.1,11.0,4.0,3.0,6,2,8,67.51,D+,0.4444444444444444,0.42857142857142855,0.2,0.19999999999999996,0.25,0.55,33.46031746031746
1224,John,19,M,Artificial Intelligence,4.0,12.0,8.0,3.0,3,2,1,94.68,A,0.8888888888888888,0.42857142857142855,0.2,0.9,0.625,0.6,60.59920634920635
1225,Emily,20,,Networking,3.07,17.0,4.0,3.0,0,3,10,78.16,B,0.4444444444444444,0.42857142857142855,0.3,0.0,1.0,0.85,41.96031746031746
1226,James,33,M,Artificial Intelligence,1.97,7.0,4.0,3.0,6,7,7,92.86,D,0.4444444444444444,0.42857142857142855,0.7,0.30000000000000004,0.25,0.35,43.460317460317455
1227,Alice,26,F,Networking,3.1,12.0,3.0,4.0,1,6,5,82.19,B,0.3333333333333333,0.5714285714285714,0.6,0.5,0.875,0.6,54.84523809523809
1228,William,21,,Artificial Intelligence,3.0,14.0,7.0,3.0,4,8,5,85.48,B,0.7777777777777778,0.42857142857142855,0.8,0.5,0.5,0.7,62.126984126984134
1229,Joseph,18,M,Artificial Intelligence,2.95,0.0,6.0,5.0,4,8,1,81.05,B-,0.6666666666666666,0.7142857142857143,0.8,0.9,0.5,0.0,66.61904761904763
1230,Mary,21,F,Artificial Intelligence,3.57,2.0,4.0,3.0,5,6,10,78.53,A-,0.4444444444444444,0.42857142857142855,0.6,0.0,0.375,0.1,34.21031746031746
1231,Patricia,18,F,Networking,3.83,7.0,3.0,1.0,4,10,6,69.39,A,0.3333333333333333,0.14285714285714285,1.0,0.4,0.5,0.35,46.023809523809526
1232,Daniel,31,M,Networking,3.41,3.0,8.0,4.0,5,3,9,72.13,A-,0.8888888888888888,0.5714285714285714,0.3,0.09999999999999998,0.375,0.15,42.45634920634921
1233,Joseph,33,M,Artificial Intelligence,2.92,15.0,5.0,3.0,7,3,9,71.6,B-,0.5555555555555556,0.42857142857142855,0.3,0.09999999999999998,0.125,0.75,36.43253968253969
1234,Susan,25,F,Cybersecurity,3.68,22.0,9.0,6.0,5,1,8,82.53,A,1.0,0.8571428571428571,0.1,0.19999999999999996,0.375,1.1,57.892857142857146
1235,Mary,24,F,Applications,2.1,9.0,9.0,5.0,7,7,5,64.8,D+,1.0,0.7142857142857143,0.7,0.5,0.125,0.45,64.03571428571428
1236,Emily,20,,Applications,2.57,11.0,6.0,4.0,5,5,1,96.67,C,0.6666666666666666,0.5714285714285714,0.5,0.9,0.375,0.55,62.011904761904766
1237,David,34,M,Applications,2.64,13.0,4.0,2.0,6,4,9,88.83,C+,0.4444444444444444,0.2857142857142857,0.4,0.09999999999999998,0.25,0.65,33.60317460317461
1238,Alice,18,F,Networking,2.98,13.0,9.0,5.0,6,10,1,76.06,B-,1.0,0.7142857142857143,1.0,0.9,0.25,0.65,81.28571428571429
1240,Susan,29,F,Cybersecurity,2.88,22.0,9.0,3.0,7,4,5,80.975,B-,1.0,0.42857142857142855,0.4,0.5,0.125,1.1,58.821428571428584
1241,Emily,31,F,Applications,2.46,4.0,9.0,6.0,2,6,3,92.95,C,1.0,0.8571428571428571,0.6,0.7,0.75,0.2,72.64285714285714
1242,Robert,23,M,Applications,3.58,4.0,6.0,2.0,7,8,7,88.87,A-,0.6666666666666666,0.2857142857142857,0.8,0.30000000000000004,0.125,0.2,44.29761904761905
1243,James,23,M,Artificial Intelligence,2.86,5.0,3.0,3.0,5,8,7,70.86,B-,0.3333333333333333,0.42857142857142855,0.8,0.30000000000000004,0.375,0.25,43.48809523809525
1244,Michael,30,M,Networking,3.06,12.0,4.0,2.0,5,5,9,76.1,B,0.4444444444444444,0.2857142857142857,0.5,0.09999999999999998,0.375,0.6,36.3531746031746
1245,Michael,25,M,Applications,3.33,8.0,7.0,4.0,2,6,7,64.11,B+,0.7777777777777778,0.5714285714285714,0.6,0.30000000000000004,0.75,0.4,56.484126984126995
1246,Joseph,19,M,Cybersecurity,3.02,21.0,4.0,2.0,0,4,3,67.56,B,0.4444444444444444,0.2857142857142857,0.4,0.7,1.0,1.05,57.1031746031746
1247,Karen,18,F,Cybersecurity,3.03,14.0,6.0,1.0,5,9,1,91.32,B,0.6666666666666666,0.14285714285714285,0.9,0.9,0.375,0.7,62.94047619047619
1248,Patricia,32,F,Applications,3.62,13.0,6.0,1.0,3,8,8,80.975,A,0.6666666666666666,0.14285714285714285,0.8,0.19999999999999996,0.625,0.65,48.94047619047619
1249,Alice,18,F,Networking,3.09,23.0,6.0,0.0,4,10,3,83.74,B,0.6666666666666666,0.0,1.0,0.7,0.5,1.15,63.83333333333334
1250,Elizabeth,22,,Cybersecurity,3.52,6.0,8.0,1.0,4,10,8,95.83,A-,0.8888888888888888,0.14285714285714285,1.0,0.19999999999999996,0.5,0.3,52.63492063492063
1251,Patricia,33,F,Artificial Intelligence,3.33,24.0,9.0,5.0,1,1,8,83.33,B+,1.0,0.7142857142857143,0.1,0.19999999999999996,0.875,1.2,61.035714285714285
1252,Susan,21,F,Cybersecurity,4.0,19.0,6.0,2.0,1,2,5,78.68,A,0.6666666666666666,0.2857142857142857,0.2,0.5,0.875,0.95,51.29761904761905
1253,Linda,20,F,Data Science,3.25,1.0,3.0,1.0,4,9,1,73.61,B+,0.3333333333333333,0.14285714285714285,0.9,0.9,0.5,0.05,51.02380952380954
1254,Robert,34,M,Data Science,3.38,6.0,6.0,4.0,4,8,10,97.62,B+,0.6666666666666666,0.5714285714285714,0.8,0.0,0.5,0.3,48.76190476190476
1256,David,29,M,Applications,3.04,16.0,4.0,6.0,3,8,10,80.975,B,0.4444444444444444,0.8571428571428571,0.8,0.0,0.625,0.8,56.28174603174604
1257,James,31,M,Networking,2.62,24.0,6.0,0.0,2,1,5,93.07,C+,0.6666666666666666,0.0,0.1,0.5,0.75,1.2,44.83333333333333
1258,James,23,M,Networking,2.72,24.0,5.0,6.0,1,10,8,65.2,C+,0.5555555555555556,0.8571428571428571,1.0,0.19999999999999996,0.875,1.2,73.00396825396825
1259,William,20,M,Networking,2.72,1.0,7.0,2.0,6,4,9,80.975,C+,0.7777777777777778,0.2857142857142857,0.4,0.09999999999999998,0.25,0.05,34.26984126984127
1260,Mary,26,F,Networking,2.43,2.0,9.0,0.0,6,3,7,80.975,C,1.0,0.0,0.3,0.30000000000000004,0.25,0.1,35.50000000000001
1262,William,34,M,Artificial Intelligence,2.62,4.0,8.0,3.0,6,7,1,96.29,C+,0.8888888888888888,0.42857142857142855,0.7,0.9,0.25,0.2,62.849206349206355
1263,Joseph,31,M,Cybersecurity,3.12,0.0,7.0,0.0,7,4,4,97.72,B,0.7777777777777778,0.0,0.4,0.6,0.125,0.0,36.80555555555556
1264,Robert,20,M,Data Science,2.9,7.0,8.0,3.0,3,7,2,76.9,B-,0.8888888888888888,0.42857142857142855,0.7,0.8,0.625,0.35,66.09920634920636
1265,Susan,18,F,Networking,2.98,11.0,6.0,5.0,4,9,2,75.09,B-,0.6666666666666666,0.7142857142857143,0.9,0.8,0.5,0.55,72.11904761904763
1266,Linda,18,F,Cybersecurity,3.33,23.0,3.0,5.0,5,2,2,97.45,B+,0.3333333333333333,0.7142857142857143,0.2,0.8,0.375,1.15,56.202380952380956
1267,Jennifer,20,F,Data Science,2.67,3.0,4.0,2.0,2,3,4,87.01,C+,0.4444444444444444,0.2857142857142857,0.3,0.6,0.75,0.15,41.6031746031746
1268,Robert,35,M,Applications,3.38,12.0,3.0,6.0,4,5,1,64.64,B+,0.3333333333333333,0.8571428571428571,0.5,0.9,0.5,0.6,62.809523809523824
1269,Mary,27,F,Artificial Intelligence,3.94,22.0,9.0,3.0,4,3,4,80.975,A,1.0,0.42857142857142855,0.3,0.6,0.5,1.1,62.57142857142857
1270,James,20,,Data Science,3.21,14.0,4.0,0.0,0,8,2,82.59,B+,0.4444444444444444,0.0,0.8,0.8,1.0,0.7,57.88888888888889
1271,Michael,25,M,Applications,2.53,10.0,4.0,3.0,7,10,5,97.21,C,0.4444444444444444,0.42857142857142855,1.0,0.5,0.125,0.5,53.710317460317455
1272,Susan,31,F,Data Science,2.63,9.0,3.0,3.0,2,8,3,93.77,C+,0.3333333333333333,0.42857142857142855,0.8,0.7,0.75,0.45,57.238095238095255
1273,Karen,35,F,Artificial Intelligence,2.85,2.0,7.0,6.0,6,8,8,87.03,B-,0.7777777777777778,0.8571428571428571,0.8,0.19999999999999996,0.25,0.1,56.1984126984127
1274,Patricia,32,F,Artificial Intelligence,2.64,21.0,4.0,0.0,5,9,4,65.56,C+,0.4444444444444444,0.0,0.9,0.6,0.375,1.05,53.13888888888889
1275,Charles,19,M,Cybersecurity,2.41,13.0,3.0,3.0,2,4,1,70.17,C,0.3333333333333333,0.42857142857142855,0.4,0.9,0.75,0.65,55.23809523809524
1276,Karen,27,F,Networking,3.09,15.0,4.0,6.0,6,5,1,95.02,B,0.4444444444444444,0.8571428571428571,0.5,0.9,0.25,0.75,64.03174603174604
1277,Linda,19,F,Data Science,2.87,9.0,5.0,3.0,4,5,10,80.975,B-,0.5555555555555556,0.42857142857142855,0.5,0.0,0.5,0.45,39.182539682539684
1278,Patricia,34,F,Data Science,3.11,9.0,6.0,3.0,5,8,3,71.14,B,0.6666666666666666,0.42857142857142855,0.8,0.7,0.375,0.45,60.15476190476191
1279,Robert,25,,Applications,3.71,11.0,6.0,4.0,6,7,9,65.18,A,0.6666666666666666,0.5714285714285714,0.7,0.09999999999999998,0.25,0.55,48.761904761904766
1280,Mary,18,F,Artificial Intelligence,2.86,8.0,4.0,3.0,3,9,7,87.04,B-,0.4444444444444444,0.42857142857142855,0.9,0.30000000000000004,0.625,0.4,51.710317460317455
1281,Patricia,26,,Data Science,2.29,0.0,5.0,3.0,6,8,2,97.76,C-,0.5555555555555556,0.42857142857142855,0.8,0.8,0.25,0.0,54.18253968253969
1282,Emily,28,F,Artificial Intelligence,2.76,4.0,6.0,3.0,0,2,9,70.76,C+,0.6666666666666666,0.42857142857142855,0.2,0.09999999999999998,1.0,0.2,39.90476190476191
1284,Jennifer,24,F,Cybersecurity,3.41,7.0,9.0,6.0,4,4,2,85.37,A-,1.0,0.8571428571428571,0.4,0.8,0.5,0.35,69.64285714285715
1285,James,27,M,Networking,3.31,10.0,4.0,1.0,6,6,3,99.98,B+,0.4444444444444444,0.14285714285714285,0.6,0.7,0.25,0.5,45.24603174603175
1286,Susan,20,F,Data Science,2.63,11.0,3.0,6.0,7,2,10,64.19,C+,0.3333333333333333,0.8571428571428571,0.2,0.0,0.125,0.55,34.55952380952381
1287,Susan,35,F,Artificial Intelligence,3.45,0.0,4.0,4.0,1,7,2,79.94,A-,0.4444444444444444,0.5714285714285714,0.7,0.8,0.875,0.0,59.067460317460316
1288,Jennifer,30,F,Cybersecurity,3.59,24.0,5.0,3.0,1,3,3,75.4,A-,0.5555555555555556,0.42857142857142855,0.3,0.7,0.875,1.2,60.43253968253969
1289,Joseph,24,,Data Science,2.58,21.0,6.0,6.0,7,3,6,94.63,C,0.6666666666666666,0.8571428571428571,0.3,0.4,0.125,1.05,56.22619047619048
1290,David,21,M,Applications,2.98,19.0,4.0,5.0,7,2,9,79.04,B-,0.4444444444444444,0.7142857142857143,0.2,0.09999999999999998,0.125,0.95,39.92460317460318
1292,Elizabeth,18,F,Data Science,2.56,10.0,9.0,2.0,3,6,7,85.38,C,1.0,0.2857142857142857,0.6,0.30000000000000004,0.625,0.5,54.96428571428572
1293,Jennifer,25,F,Cybersecurity,1.98,4.0,4.0,6.0,4,1,3,90.83,D,0.4444444444444444,0.8571428571428571,0.1,0.7,0.5,0.2,49.03174603174603
1295,Mary,33,F,Cybersecurity,3.68,4.0,6.0,3.0,0,7,6,94.36,A,0.6666666666666666,0.42857142857142855,0.7,0.4,1.0,0.2,55.90476190476191
1296,Emily,31,F,Cybersecurity,2.73,11.0,3.0,5.0,3,8,5,67.44,C+,0.3333333333333333,0.7142857142857143,0.8,0.5,0.625,0.55,58.70238095238096
1297,William,29,M,Applications,2.93,4.0,5.0,5.0,7,5,2,82.08,B-,0.5555555555555556,0.7142857142857143,0.5,0.8,0.125,0.2,54.646825396825406
1299,Sarah,19,F,Applications,3.05,16.0,4.0,4.0,7,4,3,88.79,B,0.4444444444444444,0.5714285714285714,0.4,0.7,0.125,0.8,51.56746031746032
1300,Joseph,19,M,Data Science,3.7,23.0,3.0,4.0,7,6,8,74.85,A,0.3333333333333333,0.5714285714285714,0.6,0.19999999999999996,0.125,1.15,46.845238095238095
